year,hs10,rate_cd,rate_txt,adval,method,note
2018,8443311090,C,0%,0.0,코드 행,
2018,8443312000,C,0%,0.0,코드 행,
2018,8443313010,C,0%,0.0,코드 행,
2018,8443313020,C,0%,0.0,코드 행,
2018,8443314000,C,0%,0.0,코드 행,
2018,8443321010,C,0%,0.0,코드 행,
2018,8443321020,C,0%,0.0,코드 행,
2018,8443321030,C,0%,0.0,코드 행,
2018,8443321090,C,0%,0.0,코드 행,
2018,8443322000,C,0%,0.0,코드 행,
2018,8443323000,C,0%,0.0,코드 행,
2018,8443324010,C,0%,0.0,코드 행,
2018,8443324020,C,0%,0.0,코드 행,
2018,8443325010,C,0%,0.0,코드 행,
2018,8443325090,C,0%,0.0,코드 행,
2018,8443391010,C,0%,0.0,코드 행,
2018,8443391090,C,0%,0.0,코드 행,
2018,8443392010,C,0%,0.0,코드 행,
2018,8443392020,C,0%,0.0,코드 행,
2018,8443393010,C,0%,0.0,코드 행,
2018,8443393020,C,0%,0.0,코드 행,
2018,8443394000,C,0%,0.0,코드 행,
2018,8443399000,C,0%,0.0,코드 행,
2018,8443911010,C,0%,0.0,코드 행,
2018,8443911020,C,3.25%,3.25,코드 행,
2018,8443911090,C,0%,0.0,부분 양허,- 기타
2018,8443919000,C,3.25%,3.25,코드 행,
2018,8443991000,C,0%,0.0,코드 행,
2018,8443992000,C,0%,0.0,코드 행,
2018,8443993000,C,0%,0.0,코드 행,
2018,8443994010,C,0%,0.0,코드 행,
2018,8443994020,C,0%,0.0,코드 행,
2018,8443994030,C,0%,0.0,코드 행,
2018,8443994090,C,0%,0.0,코드 행,
2018,8443995000,C,0%,0.0,코드 행,
2018,8443999000,C,0%,0.0,코드 행,
2018,8456111000,C,3.25%,3.25,코드 행,
2018,8456121000,C,3.25%,3.25,코드 행,
2018,8456400000,C,13%,13.0,부분 양허,- 기타
2018,8466931000,C,3.25%,3.25,코드 행,
2018,8471601090,C,0%,0.0,코드 행,
2018,8472100000,C,3.25%,3.25,코드 행,
2018,8472901010,C,0%,0.0,코드 행,
2018,8472901020,C,0%,0.0,코드 행,
2018,8472901040,C,0%,0.0,코드 행,
2018,8472901050,C,3.25%,3.25,코드 행,
2018,8472901090,C,3.25%,3.25,코드 행,
2018,8472902000,C,3.25%,3.25,코드 행,
2018,8472903000,C,3.25%,3.25,코드 행,
2018,8472904000,C,3.25%,3.25,코드 행,
2018,8472905000,C,3.25%,3.25,코드 행,
2018,8472906000,C,3.25%,3.25,코드 행,
2018,8472909000,C,13%,13.0,부분 양허,"- 자동타자기, 전동식 타자기 또는 수동식 타자기"
2018,8473309010,C,0%,0.0,코드 행,
2018,8473309090,C,0%,0.0,코드 행,
2018,8473401000,C,0%,0.0,코드 행,
2018,8473402000,C,0%,0.0,코드 행,
2018,8473409000,C,3.25%,3.25,부분 양허,- 기타
2018,8475210000,C,3.25%,3.25,코드 행,
2018,8475902000,C,3.25%,3.25,코드 행,
2018,8476894000,C,3.25%,3.25,코드 행,
2018,8476901000,C,3.25%,3.25,코드 행,
2018,8479892010,C,2%,2.0,코드 행,
2018,8479899099,C,13%,13.0,부분 양허,- 자동 마그네틱 테이프 제조기
2018,8479905010,C,3.25%,3.25,코드 행,
2018,8486101000,C,0%,0.0,코드 행,
2018,8486102000,C,0%,0.0,코드 행,
2018,8486103011,C,0%,0.0,코드 행,
2018,8486103019,C,0%,0.0,코드 행,
2018,8486103020,C,0%,0.0,코드 행,
2018,8486103090,C,0%,0.0,코드 행,
2018,8486104011,C,0%,0.0,코드 행,
2018,8486104019,C,0%,0.0,코드 행,
2018,8486104021,C,0%,0.0,코드 행,
2018,8486104029,C,0%,0.0,코드 행,
2018,8486105010,C,0%,0.0,코드 행,
2018,8486105020,C,0%,0.0,코드 행,
2018,8486105030,C,0%,0.0,코드 행,
2018,8486109000,C,0%,0.0,코드 행,
2018,8486201000,C,0%,0.0,코드 행,
2018,8486202100,C,0%,0.0,코드 행,
2018,8486202210,C,0%,0.0,코드 행,
2018,8486202290,C,0%,0.0,코드 행,
2018,8486202310,C,0%,0.0,코드 행,
2018,8486202390,C,0%,0.0,코드 행,
2018,8486203000,C,0%,0.0,코드 행,
2018,8486204000,C,0%,0.0,코드 행,
2018,8486205110,C,0%,0.0,코드 행,
2018,8486205190,C,0%,0.0,코드 행,
2018,8486205910,C,0%,0.0,코드 행,
2018,8486205990,C,0%,0.0,코드 행,
2018,8486206010,C,0%,0.0,코드 행,
2018,8486206020,C,0%,0.0,코드 행,
2018,8486206091,C,0%,0.0,코드 행,
2018,8486206099,C,0%,0.0,코드 행,
2018,8486207000,C,0%,0.0,코드 행,
2018,8486208110,C,0%,0.0,코드 행,
2018,8486208120,C,0%,0.0,코드 행,
2018,8486208190,C,0%,0.0,코드 행,
2018,8486208410,C,0%,0.0,코드 행,
2018,8486208420,C,0%,0.0,코드 행,
2018,8486208490,C,0%,0.0,코드 행,
2018,8486209110,C,0%,0.0,코드 행,
2018,8486209120,C,0%,0.0,코드 행,
2018,8486209190,C,0%,0.0,코드 행,
2018,8486209200,C,0%,0.0,코드 행,
2018,8486209310,C,0%,0.0,코드 행,
2018,8486209321,C,0%,0.0,코드 행,
2018,8486209329,C,0%,0.0,코드 행,
2018,8486209390,C,0%,0.0,코드 행,
2018,8486209400,C,0%,0.0,코드 행,
2018,8486209500,C,0%,0.0,코드 행,
2018,8486209600,C,0%,0.0,코드 행,
2018,8486209900,C,0%,0.0,코드 행,
2018,8486301000,C,0%,0.0,코드 행,
2018,8486302000,C,0%,0.0,코드 행,
2018,8486303010,C,3.25%,3.25,코드 행,
2018,8486303020,C,3.25%,3.25,코드 행,
2018,8486303030,C,2%,2.0,코드 행,
2018,8486303042,C,0%,0.0,코드 행,
2018,8486303043,C,0%,0.0,코드 행,
2018,8486303049,C,3.25%,3.25,코드 행,
2018,8486304010,C,3.25%,3.25,코드 행,
2018,8486304090,C,3.25%,3.25,코드 행,
2018,8486305011,C,2%,2.0,코드 행,
2018,8486305019,C,2%,2.0,코드 행,
2018,8486305020,C,2%,2.0,코드 행,
2018,8486305041,C,0%,0.0,코드 행,
2018,8486305042,C,0%,0.0,코드 행,
2018,8486305049,C,2%,2.0,코드 행,
2018,8486305051,C,0%,0.0,코드 행,
2018,8486305052,C,0%,0.0,코드 행,
2018,8486305059,C,2%,2.0,코드 행,
2018,8486306010,C,2%,2.0,코드 행,
2018,8486306020,C,3.25%,3.25,코드 행,
2018,8486306030,C,2%,2.0,코드 행,
2018,8486306090,C,0%,0.0,코드 행,
2018,8486307000,C,3.25%,3.25,코드 행,
2018,8486308000,C,2%,2.0,코드 행,
2018,8486309020,C,2%,2.0,코드 행,
2018,8486309090,C,0%,0.0,코드 행,
2018,8486401010,C,0%,0.0,코드 행,
2018,8486401020,C,0%,0.0,코드 행,
2018,8486401030,C,0%,0.0,코드 행,
2018,8486401040,C,0%,0.0,코드 행,
2018,8486401090,C,0%,0.0,코드 행,
2018,8486402010,C,0%,0.0,코드 행,
2018,8486402020,C,0%,0.0,코드 행,
2018,8486402031,C,0%,0.0,코드 행,
2018,8486402039,C,0%,0.0,코드 행,
2018,8486402040,C,0%,0.0,코드 행,
2018,8486402050,C,0%,0.0,코드 행,
2018,8486402070,C,0%,0.0,코드 행,
2018,8486402080,C,0%,0.0,코드 행,
2018,8486402091,C,0%,0.0,코드 행,
2018,8486402092,C,0%,0.0,코드 행,
2018,8486402093,C,0%,0.0,코드 행,
2018,8486402094,C,0%,0.0,코드 행,
2018,8486402095,C,0%,0.0,코드 행,
2018,8486402099,C,0%,0.0,코드 행,
2018,8486403010,C,0%,0.0,코드 행,
2018,8486403020,C,0%,0.0,코드 행,
2018,8486403090,C,0%,0.0,코드 행,
2018,8486901010,C,0%,0.0,코드 행,
2018,8486901020,C,0%,0.0,코드 행,
2018,8486902010,C,0%,0.0,코드 행,
2018,8486902020,C,0%,0.0,코드 행,
2018,8486903010,C,0%,0.0,코드 행,
2018,8486903020,C,0%,0.0,코드 행,
2018,8486903030,C,0%,0.0,코드 행,
2018,8486903040,C,0%,0.0,코드 행,
2018,8486904010,C,0%,0.0,코드 행,
2018,8486904020,C,0%,0.0,코드 행,
2018,8504401010,C,0%,0.0,코드 행,
2018,8504401090,C,5%,5.0,코드 행,
2018,8504402011,C,0%,0.0,코드 행,
2018,8504402019,C,5%,5.0,코드 행,
2018,8504402091,C,0%,0.0,코드 행,
2018,8504402099,C,5%,5.0,코드 행,
2018,8504403010,C,0%,0.0,코드 행,
2018,8504403090,C,8.125%,8.125,코드 행,
2018,8504404010,C,0%,0.0,코드 행,
2018,8504404090,C,8.125%,8.125,코드 행,
2018,8504405010,C,0%,0.0,코드 행,
2018,8504405090,C,8.125%,8.125,코드 행,
2018,8504409011,C,0%,0.0,코드 행,
2018,8504409019,C,0%,0.0,코드 행,
2018,8504409091,C,0%,0.0,코드 행,
2018,8504409099,C,8.125%,8.125,코드 행,
2018,8504501010,C,0%,0.0,코드 행,
2018,8504501090,C,6.5%,6.5,코드 행,
2018,8504502010,C,0%,0.0,코드 행,
2018,8504502090,C,6.5%,6.5,코드 행,
2018,8504509010,C,0%,0.0,코드 행,
2018,8504509090,C,6.5%,6.5,코드 행,
2018,8504901000,C,0%,0.0,코드 행,
2018,8504909000,C,3.25%,3.25,코드 행,
2018,8505901010,C,2%,2.0,코드 행,
2018,8514301000,C,2%,2.0,코드 행,
2018,8514902000,C,3.25%,3.25,코드 행,
2018,8515191000,C,3.25%,3.25,코드 행,
2018,8515902000,C,3.25%,3.25,코드 행,
2018,8517611000,C,0%,0.0,코드 행,
2018,8517619000,C,0%,0.0,코드 행,
2018,8517621000,C,0%,0.0,코드 행,
2018,8517622010,C,0%,0.0,코드 행,
2018,8517622020,C,0%,0.0,코드 행,
2018,8517622090,C,0%,0.0,코드 행,
2018,8517623110,C,0%,0.0,코드 행,
2018,8517623120,C,0%,0.0,코드 행,
2018,8517623190,C,0%,0.0,코드 행,
2018,8517623210,C,0%,0.0,코드 행,
2018,8517623220,C,0%,0.0,코드 행,
2018,8517623290,C,0%,0.0,코드 행,
2018,8517623310,C,0%,0.0,코드 행,
2018,8517623320,C,0%,0.0,코드 행,
2018,8517623390,C,0%,0.0,코드 행,
2018,8517623410,C,0%,0.0,코드 행,
2018,8517623420,C,0%,0.0,코드 행,
2018,8517623430,C,0%,0.0,코드 행,
2018,8517623490,C,0%,0.0,코드 행,
2018,8517623510,C,0%,0.0,코드 행,
2018,8517623520,C,0%,0.0,코드 행,
2018,8517623590,C,0%,0.0,코드 행,
2018,8517623900,C,0%,0.0,코드 행,
2018,8517624010,C,0%,0.0,코드 행,
2018,8517624020,C,0%,0.0,코드 행,
2018,8517624090,C,0%,0.0,코드 행,
2018,8517625000,C,0%,0.0,코드 행,
2018,8517626020,C,0%,0.0,코드 행,
2018,8517626031,C,0%,0.0,코드 행,
2018,8517626039,C,0%,0.0,코드 행,
2018,8517626050,C,0%,0.0,코드 행,
2018,8517626060,C,0%,0.0,코드 행,
2018,8517626090,C,0%,0.0,코드 행,
2018,8517627000,C,0%,0.0,코드 행,
2018,8517629000,C,0%,0.0,코드 행,
2018,8517691100,C,0%,0.0,코드 행,
2018,8517691211,C,0%,0.0,코드 행,
2018,8517691219,C,0%,0.0,코드 행,
2018,8517691290,C,0%,0.0,코드 행,
2018,8517691900,C,0%,0.0,코드 행,
2018,8517692000,C,0%,0.0,코드 행,
2018,8517699000,C,0%,0.0,코드 행,
2018,8517701010,C,0%,0.0,코드 행,
2018,8517701021,C,0%,0.0,코드 행,
2018,8517701022,C,0%,0.0,코드 행,
2018,8517701023,C,0%,0.0,코드 행,
2018,8517701029,C,0%,0.0,코드 행,
2018,8517701090,C,0%,0.0,코드 행,
2018,8517702000,C,0%,0.0,코드 행,
2018,8517703010,C,0%,0.0,코드 행,
2018,8517703021,C,0%,0.0,코드 행,
2018,8517703022,C,0%,0.0,코드 행,
2018,8517703029,C,0%,0.0,코드 행,
2018,8517703031,C,0%,0.0,코드 행,
2018,8517703032,C,0%,0.0,코드 행,
2018,8517703039,C,0%,0.0,코드 행,
2018,8517703041,C,0%,0.0,코드 행,
2018,8517703049,C,0%,0.0,코드 행,
2018,8517703050,C,0%,0.0,코드 행,
2018,8517703061,C,0%,0.0,코드 행,
2018,8517703069,C,0%,0.0,코드 행,
2018,8517703070,C,0%,0.0,코드 행,
2018,8517703090,C,0%,0.0,코드 행,
2018,8517704011,C,0%,0.0,코드 행,
2018,8517704019,C,0%,0.0,코드 행,
2018,8517704020,C,0%,0.0,코드 행,
2018,8517704090,C,3.25%,3.25,코드 행,
2018,8518101000,C,0%,0.0,코드 행,
2018,8518109010,C,10%,10.0,코드 행,
2018,8518109090,C,10%,10.0,코드 행,
2018,8518210000,C,10%,10.0,코드 행,
2018,8518220000,C,10%,10.0,코드 행,
2018,8518291000,C,0%,0.0,코드 행,
2018,8518299000,C,10%,10.0,코드 행,
2018,8518304000,C,0%,0.0,코드 행,
2018,8518309000,C,10%,10.0,코드 행,
2018,8518400000,C,5%,5.0,코드 행,
2018,8518500000,C,4%,4.0,코드 행,
2018,8518901000,C,0%,0.0,코드 행,
2018,8518909000,C,4%,4.0,코드 행,
2018,8519811000,C,4%,4.0,코드 행,
2018,8519812100,C,2%,2.0,코드 행,
2018,8519812210,C,2%,2.0,코드 행,
2018,8519812220,C,2%,2.0,코드 행,
2018,8519812290,C,2%,2.0,코드 행,
2018,8519812310,C,2%,2.0,코드 행,
2018,8519812320,C,2%,2.0,코드 행,
2018,8519812390,C,2%,2.0,코드 행,
2018,8519812900,C,2%,2.0,코드 행,
2018,8519813000,C,4%,4.0,코드 행,
2018,8519814111,C,2%,2.0,코드 행,
2018,8519814112,C,2%,2.0,코드 행,
2018,8519814119,C,2%,2.0,코드 행,
2018,8519814190,C,2%,2.0,코드 행,
2018,8519814200,C,2%,2.0,코드 행,
2018,8519814300,C,4%,4.0,코드 행,
2018,8519815020,C,2%,2.0,코드 행,
2018,8519815030,C,2%,2.0,코드 행,
2018,8519815090,C,4%,4.0,코드 행,
2018,8519819000,C,4%,4.0,코드 행,
2018,8519891000,C,2%,2.0,코드 행,
2018,8519893000,C,4%,4.0,코드 행,
2018,8519899010,C,2%,2.0,부분 양허,- 기타
2018,8519899020,C,4%,4.0,코드 행,
2018,8521100000,C,2%,2.0,코드 행,
2018,8521901000,C,5%,5.0,코드 행,
2018,8521909000,C,5%,5.0,코드 행,
2018,8522901020,C,3.25%,3.25,코드 행,
2018,8522901090,C,3.25%,3.25,코드 행,
2018,8522902000,C,3.25%,3.25,코드 행,
2018,8522909010,C,0%,0.0,코드 행,
2018,8522909020,C,0%,0.0,코드 행,
2018,8522909090,C,3.25%,3.25,코드 행,
2018,8523210000,C,0%,0.0,코드 행,
2018,8523291110,C,0%,0.0,코드 행,
2018,8523291120,C,0%,0.0,코드 행,
2018,8523291130,C,0%,0.0,코드 행,
2018,8523291200,C,0%,0.0,코드 행,
2018,8523291900,C,0%,0.0,코드 행,
2018,8523292111,C,0%,0.0,코드 행,
2018,8523292119,C,0%,0.0,코드 행,
2018,8523292121,C,0%,0.0,코드 행,
2018,8523292129,C,0%,0.0,코드 행,
2018,8523292131,C,0%,0.0,코드 행,
2018,8523292139,C,0%,0.0,코드 행,
2018,8523292210,C,0%,0.0,코드 행,
2018,8523292220,C,0%,0.0,코드 행,
2018,8523292231,C,0%,0.0,코드 행,
2018,8523292239,C,0%,0.0,코드 행,
2018,8523292911,C,0%,0.0,코드 행,
2018,8523292919,C,0%,0.0,코드 행,
2018,8523292991,C,0%,0.0,코드 행,
2018,8523292992,C,0%,0.0,코드 행,
2018,8523292999,C,0%,0.0,코드 행,
2018,8523410000,C,0%,0.0,코드 행,
2018,8523491011,C,0%,0.0,코드 행,
2018,8523491019,C,0%,0.0,코드 행,
2018,8523491020,C,0%,0.0,코드 행,
2018,8523491031,C,0%,0.0,코드 행,
2018,8523491039,C,0%,0.0,코드 행,
2018,8523499011,C,0%,0.0,코드 행,
2018,8523499019,C,0%,0.0,코드 행,
2018,8523499091,C,0%,0.0,코드 행,
2018,8523499092,C,0%,0.0,코드 행,
2018,8523499099,C,0%,0.0,코드 행,
2018,8523511000,C,0%,0.0,코드 행,
2018,8523512110,C,0%,0.0,코드 행,
2018,8523512190,C,0%,0.0,코드 행,
2018,8523512920,C,0%,0.0,코드 행,
2018,8523512990,C,0%,0.0,코드 행,
2018,8523521000,C,0%,0.0,코드 행,
2018,8523529000,C,0%,0.0,코드 행,
2018,8523591000,C,0%,0.0,코드 행,
2018,8523592110,C,0%,0.0,코드 행,
2018,8523592190,C,0%,0.0,코드 행,
2018,8523592920,C,0%,0.0,코드 행,
2018,8523592990,C,0%,0.0,코드 행,
2018,8523593000,C,0%,0.0,코드 행,
2018,8523801000,C,0%,0.0,코드 행,
2018,8523802100,C,0%,0.0,코드 행,
2018,8523802210,C,0%,0.0,코드 행,
2018,8523802290,C,0%,0.0,코드 행,
2018,8523802920,C,0%,0.0,코드 행,
2018,8523802990,C,0%,0.0,코드 행,
2018,8525501000,C,3.25%,3.25,코드 행,
2018,8525502000,C,3.25%,3.25,코드 행,
2018,8525509000,C,3.25%,3.25,코드 행,
2018,8525601000,C,0%,0.0,코드 행,
2018,8525602000,C,0%,0.0,코드 행,
2018,8525609000,C,0%,0.0,코드 행,
2018,8525801010,C,2%,2.0,코드 행,
2018,8525801020,C,2%,2.0,코드 행,
2018,8525801090,C,2%,2.0,코드 행,
2018,8525802010,C,0%,0.0,코드 행,
2018,8525802090,C,0%,0.0,코드 행,
2018,8525803000,C,0%,0.0,코드 행,
2018,8526101000,C,6.25%,6.25,코드 행,
2018,8526109000,C,6.25%,6.25,코드 행,
2018,8526911010,C,8.125%,8.125,코드 행,
2018,8526911090,C,8.125%,8.125,코드 행,
2018,8526912010,C,8.125%,8.125,코드 행,
2018,8526912090,C,8.125%,8.125,코드 행,
2018,8526913010,C,5%,5.0,코드 행,
2018,8526913020,C,5%,5.0,코드 행,
2018,8526913090,C,5%,5.0,코드 행,
2018,8526914000,C,5%,5.0,코드 행,
2018,8526919010,C,8.125%,8.125,코드 행,
2018,8526919020,C,8.125%,8.125,코드 행,
2018,8526919090,C,8.125%,8.125,코드 행,
2018,8526920000,C,12.5%,12.5,코드 행,
2018,8527120000,C,2%,2.0,코드 행,
2018,8527131000,C,2%,2.0,코드 행,
2018,8527132000,C,2%,2.0,코드 행,
2018,8527133000,C,2%,2.0,코드 행,
2018,8527139000,C,2%,2.0,코드 행,
2018,8527190000,C,4%,4.0,코드 행,
2018,8527211000,C,16%,16.0,부분 양허,- 기타
2018,8527212010,C,10%,10.0,코드 행,
2018,8527213010,C,10%,10.0,코드 행,
2018,8527219010,C,10%,10.0,코드 행,
2018,8527290000,C,4%,4.0,코드 행,
2018,8527911010,C,2%,2.0,코드 행,
2018,8527911020,C,2%,2.0,코드 행,
2018,8527911030,C,2%,2.0,코드 행,
2018,8527911090,C,2%,2.0,코드 행,
2018,8527919000,C,2%,2.0,코드 행,
2018,8527920000,C,4%,4.0,코드 행,
2018,8527990000,C,4%,4.0,코드 행,
2018,8528420000,C,0%,0.0,코드 행,
2018,8528491010,C,2%,2.0,코드 행,
2018,8528491090,C,2%,2.0,코드 행,
2018,8528492010,C,2%,2.0,코드 행,
2018,8528492090,C,2%,2.0,코드 행,
2018,8528711000,C,2%,2.0,코드 행,
2018,8528712020,C,2%,2.0,코드 행,
2018,8528712090,C,2%,2.0,코드 행,
2018,8528719000,C,3.25%,3.25,부분 양허,- 기타
2018,8529101000,C,6.25%,6.25,코드 행,
2018,8529109100,C,8.125%,8.125,코드 행,
2018,8529109210,C,8.125%,8.125,코드 행,
2018,8529109290,C,8.125%,8.125,코드 행,
2018,8529109300,C,0%,0.0,코드 행,
2018,8529109900,C,8.125%,8.125,코드 행,
2018,8529901000,C,2.5%,2.5,코드 행,
2018,8529909100,C,3.25%,3.25,코드 행,
2018,8529909200,C,3.25%,3.25,코드 행,
2018,8529909400,C,3.25%,3.25,코드 행,
2018,8529909500,C,3.25%,3.25,코드 행,
2018,8529909610,C,3.25%,3.25,코드 행,
2018,8529909620,C,3.25%,3.25,코드 행,
2018,8529909630,C,3.25%,3.25,부분 양허,- 기타
2018,8529909641,C,3.25%,3.25,코드 행,
2018,8529909642,C,3.25%,3.25,코드 행,
2018,8529909649,C,3.25%,3.25,부분 양허,- 기타
2018,8529909650,C,3.25%,3.25,코드 행,
2018,8529909910,C,0%,0.0,코드 행,
2018,8529909921,C,0%,0.0,코드 행,
2018,8529909929,C,0%,0.0,코드 행,
2018,8529909990,C,3.25%,3.25,코드 행,
2018,8531809000,C,3.25%,3.25,코드 행,
2018,8531901000,C,3.25%,3.25,코드 행,
2018,8531902000,C,0%,0.0,코드 행,
2018,8531909000,C,3.25%,3.25,코드 행,
2018,8536300000,C,2%,2.0,코드 행,
2018,8536501000,C,8.125%,8.125,코드 행,
2018,8536502000,C,8.125%,8.125,코드 행,
2018,8536503000,C,8.125%,8.125,코드 행,
2018,8536504000,C,8.125%,8.125,코드 행,
2018,8536509010,C,0%,0.0,코드 행,
2018,8536509020,C,0%,0.0,코드 행,
2018,8536509030,C,0%,0.0,코드 행,
2018,8536509090,C,8.125%,8.125,코드 행,
2018,8536901000,C,0%,0.0,코드 행,
2018,8536909010,C,0%,0.0,코드 행,
2018,8536909090,C,3.25%,3.25,코드 행,
2018,8537109000,C,2%,2.0,부분 양허,- 터치 스크린 방식의 입력장치
2018,8538100000,C,3.25%,3.25,코드 행,
2018,8539391010,C,2%,2.0,코드 행,
2018,8541402090,C,0%,0.0,코드 행,
2018,8542311000,C,0%,0.0,코드 행,
2018,8542312000,C,0%,0.0,코드 행,
2018,8542313000,C,0%,0.0,코드 행,
2018,8542314030,C,0%,0.0,부분 양허,- 제8517호의 기기에 전용되거나 주로 사용되는 것(다만 8517.70.4090호는 제외한다)
2018,8542314040,C,0%,0.0,코드 행,
2018,8542314050,C,0%,0.0,코드 행,
2018,8542314060,C,0%,0.0,부분 양허,- 기타
2018,8542314090,C,0%,0.0,부분 양허,"- 제8443.91.1010호, 제8443.91.1090호(연속    번호기의 것은 제외한다)의 기기에 전용"
2018,8542321010,C,0%,0.0,코드 행,
2018,8542321020,C,0%,0.0,코드 행,
2018,8542321030,C,0%,0.0,코드 행,
2018,8542321090,C,0%,0.0,코드 행,
2018,8542322000,C,0%,0.0,코드 행,
2018,8542323000,C,0%,0.0,코드 행,
2018,8542324030,C,0%,0.0,부분 양허,- 제8517호의 기기에 전용되거나 주로 사용되는 것(다만 8517.70.4090호는 제외한다)
2018,8542324040,C,0%,0.0,코드 행,
2018,8542324050,C,0%,0.0,코드 행,
2018,8542324060,C,0%,0.0,부분 양허,- 기타
2018,8542324090,C,0%,0.0,부분 양허,"- 제8443.91.1010호, 제8443.91.1090호(연속    번호기의 것은 제외한다)의 기기에 전용"
2018,8542331000,C,0%,0.0,코드 행,
2018,8542332000,C,0%,0.0,코드 행,
2018,8542333000,C,0%,0.0,코드 행,
2018,8542334030,C,0%,0.0,부분 양허,- 제8517호의 기기에 전용되거나 주로 사용되는 것(다만 8517.70.4090호는 제외한다)
2018,8542334040,C,0%,0.0,코드 행,
2018,8542334050,C,0%,0.0,코드 행,
2018,8542334060,C,0%,0.0,부분 양허,- 기타
2018,8542334090,C,0%,0.0,부분 양허,"- 제8443.91.1010호, 제8443.91.1090호(연속    번호기의 것은 제외한다)의 기기에 전용"
2018,8542391000,C,0%,0.0,코드 행,
2018,8542392000,C,0%,0.0,코드 행,
2018,8542393000,C,0%,0.0,코드 행,
2018,8542394030,C,0%,0.0,부분 양허,- 제8517호의 기기에 전용되거나 주로 사용되는 것(다만 8517.70.4090호는 제외한다)
2018,8542394040,C,0%,0.0,코드 행,
2018,8542394050,C,0%,0.0,코드 행,
2018,8542394060,C,0%,0.0,부분 양허,- 기타
2018,8542394090,C,0%,0.0,부분 양허,"- 제8443.91.1010호, 제8443.91.1090호(연속    번호기의 것은 제외한다)의 기기에 전용"
2018,8542901000,C,0%,0.0,코드 행,
2018,8542902000,C,0%,0.0,코드 행,
2018,8542903000,C,0%,0.0,코드 행,
2018,8542904030,C,0%,0.0,부분 양허,- 제8517호의 기기에 전용되거나 주로 사용되는 것(다만 8517.70.4090호는 제외한다)
2018,8542904040,C,0%,0.0,코드 행,
2018,8542904050,C,0%,0.0,코드 행,
2018,8542904060,C,0%,0.0,부분 양허,- 기타
2018,8542904090,C,0%,0.0,부분 양허,"- 제8443.91.1010호, 제8443.91.1090호(연속    번호기의 것은 제외한다)의 기기에 전용"
2018,8543200000,C,3.25%,3.25,코드 행,
2018,8543301000,C,3.25%,3.25,코드 행,
2018,8543705000,C,3.25%,3.25,코드 행,
2018,8543709040,C,3.25%,3.25,코드 행,
2018,8543709050,C,3.25%,3.25,코드 행,
2018,8543709060,C,3.25%,3.25,코드 행,
2018,8543709070,C,3.25%,3.25,코드 행,
2018,8543709090,C,13%,13.0,부분 양허,- 기타
2018,8543901000,C,0%,0.0,코드 행,
2018,8543909011,C,0%,0.0,코드 행,
2018,8543909019,C,0%,0.0,코드 행,
2018,8543909020,C,0%,0.0,코드 행,
2018,8543909090,C,3.25%,3.25,코드 행,
2018,8802601010,C,0%,0.0,코드 행,
2018,8803902000,C,0%,0.0,코드 행,
2018,8805211010,C,0%,0.0,코드 행,
2018,8805211090,C,1.25%,1.25,코드 행,
2018,8805212010,C,0%,0.0,코드 행,
2018,8805212090,C,1.25%,1.25,코드 행,
2018,8805291010,C,0%,0.0,코드 행,
2018,8805291090,C,1.25%,1.25,코드 행,
2018,8805292010,C,0%,0.0,코드 행,
2018,8805292090,C,1.25%,1.25,코드 행,
2018,9001200000,C,4%,4.0,코드 행,
2018,9001901000,C,2%,2.0,코드 행,
2018,9001902000,C,2%,2.0,코드 행,
2018,9001903000,C,2%,2.0,코드 행,
2018,9001909000,C,2%,2.0,코드 행,
2018,9002191000,C,3.25%,3.25,코드 행,
2018,9002192000,C,3.25%,3.25,코드 행,
2018,9002199000,C,3.25%,3.25,코드 행,
2018,9002201000,C,3.25%,3.25,코드 행,
2018,9002209000,C,3.25%,3.25,코드 행,
2018,9002901000,C,3.25%,3.25,코드 행,
2018,9002909010,C,3.25%,3.25,코드 행,
2018,9002909090,C,3.25%,3.25,코드 행,
2018,9010501000,C,0%,0.0,코드 행,
2018,9010509000,C,3.25%,3.25,코드 행,
2018,9010600000,C,3.25%,3.25,코드 행,
2018,9010901010,C,0%,0.0,코드 행,
2018,9010901090,C,0%,0.0,코드 행,
2018,9010902000,C,3.25%,3.25,코드 행,
2018,9011101000,C,0%,0.0,코드 행,
2018,9011109000,C,3.25%,3.25,코드 행,
2018,9011201010,C,0%,0.0,코드 행,
2018,9011801000,C,3.25%,3.25,코드 행,
2018,9011802000,C,3.25%,3.25,코드 행,
2018,9011803000,C,3.25%,3.25,코드 행,
2018,9011804000,C,3.25%,3.25,코드 행,
2018,9011809000,C,3.25%,3.25,코드 행,
2018,9011901000,C,0%,0.0,코드 행,
2018,9011909000,C,3.25%,3.25,코드 행,
2018,9012101010,C,0%,0.0,코드 행,
2018,9012101090,C,2%,2.0,코드 행,
2018,9012102000,C,2%,2.0,코드 행,
2018,9012901000,C,0%,0.0,코드 행,
2018,9012909000,C,3.25%,3.25,코드 행,
2018,9013101000,C,3.25%,3.25,코드 행,
2018,9013200000,C,2%,2.0,코드 행,
2018,9013901000,C,0%,0.0,코드 행,
2018,9013909000,C,3.25%,3.25,코드 행,
2018,9014101010,C,2%,2.0,코드 행,
2018,9014101090,C,2%,2.0,코드 행,
2018,9014102010,C,2%,2.0,코드 행,
2018,9014102090,C,2%,2.0,코드 행,
2018,9014109000,C,3.25%,3.25,코드 행,
